 r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,st
 0,0,0,1389744,45096,950664,0,0,0,64,792,313,6,8,83,3,0

 0,0,0,1389744,45096,950672,0,0,0,0,690,286,6,5,89,0,0

 0,0,0,1389744,45096,950676,0,0,0,0,811,320,7,9,83,0,0

 0,0,0,1389744,45096,950676,0,0,0,0,664,273,6,6,88,0,0

 0,0,0,1389744,45096,950676,0,0,0,0,776,297,7,11,81,0,0

 0,0,0,1389744,45104,950668,0,0,0,12,760,343,8,10,82,0,0

 0,0,0,1389744,45104,950680,0,0,0,176,741,293,6,9,85,0,0

 0,0,0,1389744,45104,950680,0,0,0,0,832,307,6,10,83,0,0

 0,0,0,1389744,45104,950680,0,0,0,0,747,302,8,10,82,0,0

 0,0,0,1389744,45104,950684,0,0,0,0,777,294,7,7,85,0,0

 0,0,0,1389744,45112,950676,0,0,0,20,767,325,9,10,81,0,0

 0,0,0,1389744,45112,950684,0,0,0,0,690,284,6,7,87,0,0

 0,0,0,1389744,45112,950684,0,0,0,0,690,265,6,6,88,0,0

 0,0,0,1389744,45112,950688,0,0,0,0,772,314,8,9,83,0,0

 0,0,0,1389744,45112,950688,0,0,0,0,747,302,6,10,84,0,0

 0,0,0,1389744,45120,950680,0,0,0,12,743,334,8,11,80,1,0

 2,0,0,1389744,45120,950692,0,0,0,0,694,308,8,10,82,0,0

 0,0,0,1389744,45120,950692,0,0,0,0,713,308,6,7,86,0,0

 0,0,0,1389744,45120,950692,0,0,0,0,753,295,7,8,85,0,0

 0,0,0,1389744,45120,950692,0,0,0,4,754,517,10,9,81,0,0

 0,0,0,1389744,45128,950688,0,0,0,12,793,319,6,10,84,0,0

 0,0,0,1389744,45128,950696,0,0,0,0,748,315,10,6,83,0,0

 0,0,0,1389744,45128,950696,0,0,0,0,713,292,6,7,87,0,0

 0,0,0,1389744,45128,950700,0,0,0,0,696,279,7,9,84,0,0

 0,0,0,1389744,45128,950700,0,0,0,0,725,316,10,7,82,0,0

 0,0,0,1389744,45136,950692,0,0,0,12,694,311,5,8,87,0,0

 0,0,0,1389744,45136,950700,0,0,0,0,761,290,7,7,86,0,0

 0,0,0,1389744,45136,950704,0,0,0,0,692,305,8,8,83,0,0

 0,0,0,1389744,45136,950704,0,0,0,0,755,264,6,6,88,0,0

 1,0,0,1389744,45136,950704,0,0,0,36,698,297,8,9,83,0,0

 0,0,0,1389744,45136,950708,0,0,0,0,701,308,9,5,86,0,0

 0,0,0,1389744,45144,950708,0,0,0,44,732,331,7,11,82,0,0

 0,0,0,1389744,45144,950708,0,0,0,0,674,332,9,9,81,0,0

 0,0,0,1389744,45144,950708,0,0,0,0,684,300,8,8,84,0,0

 0,0,0,1389744,45144,950712,0,0,0,0,710,275,7,7,86,0,0

 0,0,0,1389744,45144,950712,0,0,0,0,807,330,9,9,82,0,0

 2,0,0,1389552,45152,950712,0,0,0,12,820,296,7,13,80,0,0

 0,0,0,1389744,45152,950716,0,0,0,0,759,318,7,10,82,0,0

 0,0,0,1389744,45152,950716,0,0,0,0,725,313,8,11,81,0,0

 0,0,0,1389744,45152,950716,0,0,0,0,749,291,7,8,85,0,0

 0,0,0,1389744,45152,950716,0,0,0,0,819,317,8,8,83,0,0

 1,0,0,1389744,45160,950720,0,0,0,12,673,323,7,8,84,1,0

 0,0,0,1389744,45160,950720,0,0,0,0,719,303,7,8,85,0,0

 0,0,0,1389744,45160,950720,0,0,0,0,838,350,14,13,73,0,0

 0,0,0,1389744,45160,950728,0,0,0,0,812,290,4,11,84,0,0

 0,0,0,1389744,45160,950728,0,0,0,0,810,325,7,8,85,0,0

 0,0,0,1389744,45168,950728,0,0,0,12,712,312,8,8,82,2,0

 0,0,0,1389744,45168,950728,0,0,0,0,774,286,5,8,87,0,0

 0,0,0,1389744,45168,950732,0,0,0,0,900,303,7,12,80,0,0

 0,0,0,1389744,45168,950732,0,0,0,0,793,509,8,12,80,0,0

 0,0,0,1389744,45168,950732,0,0,0,0,718,315,8,7,84,0,0

 0,0,0,1389744,45176,950736,0,0,0,12,775,303,6,10,84,0,0

 0,0,0,1389712,45176,950736,0,0,0,0,842,315,8,10,81,0,0

 0,0,0,1389744,45176,950736,0,0,0,0,795,302,6,11,83,0,0

 0,0,0,1389744,45176,950736,0,0,0,0,688,304,9,8,83,0,0

 0,0,0,1389744,45176,950740,0,0,0,0,817,329,6,11,82,0,0

 0,0,0,1389744,45184,950740,0,0,0,12,719,293,6,9,85,0,0

 0,0,0,1389744,45184,950740,0,0,0,0,744,297,10,8,82,0,0

 0,0,0,1389744,45184,950744,0,0,0,0,743,285,6,9,85,0,0

 0,0,0,1389744,45184,950744,0,0,0,0,744,288,7,9,83,0,0

 0,0,0,1389744,45184,950744,0,0,0,40,727,322,7,9,84,0,0

 2,0,0,1389552,45192,950736,0,0,0,24,799,323,7,14,79,0,0

 0,0,0,1389744,45192,950748,0,0,0,0,779,316,12,8,80,0,0

 0,0,0,1389744,45192,950748,0,0,0,0,683,307,7,6,86,0,0

 0,0,0,1389744,45192,950748,0,0,0,0,684,288,8,8,84,0,0

