 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 3439756  46192 996228    0    0     0     0 5144  590  2 52 46  0  0
 1  0      0 3439724  46192 996228    0    0     0     0 3474  509  5 39 55  0  0
 0  0      0 3438604  46192 996228    0    0     0     0 4153  507  2 40 58  0  0
 0  0      0 3438416  46216 996216    0    0     0   136 5719  972  3 54 43  0  0
 3  0      0 3438256  46216 996280    0    0     0     0 4997  539  4 49 47  0  0
 0  0      0 3438416  46216 996284    0    0     0     0 4948  576  4 52 43  0  0
 0  0      0 3438448  46216 996284    0    0     0     0 4195  545  3 39 58  0  0
 1  0      0 3435376  46216 996284    0    0     0   736 5166  636  4 57 37  1  0
 1  0      0 3431856  46228 996276    0    0     0    56 2831  521  3 40 56  1  0
 1  0      0 3438416  46228 996288    0    0     0     0 4424  496  2 48 50  0  0
 0  0      0 3438448  46228 996292    0    0     0     0 3051  506  5 41 54  0  0
 2  0      0 3436912  46228 996292    0    0     0     0 4195  603  3 51 46  0  0
 0  0      0 3438416  46228 996296    0    0     0     0 4591  586  2 47 51  0  0
 0  0      0 3438416  46244 996172    0    0     0   116 5473  918  2 55 43  0  0
 0  0      0 3435688  46244 996112    0    0     0     0 3861  586  4 41 55  0  0
 1  0      0 3438088  46244 996112    0    0     0     0 6670  637  4 57 38  0  0
 2  0      0 3437448  46244 996112    0    0     0     0 2625  483  0 37 63  0  0
 1  0      0 3435816  46244 996116    0    0     0     0 3428  507  2 41 57  0  0
 1  0      0 3436072  46252 996116    0    0     0    24 4299  545  2 49 47  1  0
 0  0      0 3439016  46252 996120    0    0     0     0 5017  611  4 51 45  0  0
 1  0      0 3435112  46252 996120    0    0     0     0 2659  482  5 34 61  0  0
 1  0      0 3439016  46252 996120    0    0     0     0 4149  592  5 49 45  0  0
 3  0      0 3436392  46252 996124    0    0     0     0 3008  477  4 34 62  0  0
 1  0      0 3432872  46260 996124    0    0     0    12 6153  584  3 54 42  0  0
 1  0      0 3436872  46260 996128    0    0     0     0 4251  555  2 46 52  0  0
 0  0      0 3439016  46260 996128    0    0     0     0 3420  524  2 36 62  0  0
 0  0      0 3439016  46260 996132    0    0     0     0 6121  684  7 59 34  0  0
 0  0      0 3436968  46260 996132    0    0     0     0 4112  528  5 40 55  0  0
 0  0      0 3439016  46268 996132    0    0     0    12 4279  576  2 47 51  0  0
 0  0      0 3438984  46268 996136    0    0     0     0 5056  585  5 55 40  0  0
 1  0      0 3437576  46268 996136    0    0     0     0 4356  576  2 46 52  0  0
 0  0      0 3439016  46268 996140    0    0     0     0 3280  474  2 37 61  0  0
 1  0      0 3436968  46268 996140    0    0     0     0 6424  687  4 66 30  0  0
 1  0      0 3436936  46276 996144    0    0     0    12 3125  490  2 36 62  0  0
 0  0      0 3439016  46276 996144    0    0     0     0 4964  547  4 47 48  0  0
 0  0      0 3438984  46276 996144    0    0     0     0 2905  511  3 34 63  0  0
 1  0      0 3406836  46276 1027624    0    0 31460     0 6746  768  4 60 18 18  0
 0  0      0 3404868  46276 1031088    0    0  3384     0 7296  631  3 68 24  5  0
 1  0      0 3401828  46284 1031088    0    0     0    88 8382  696  2 74 23  1  0
 0  0      0 3402788  46284 1031092    0    0     0     0 11096  693  2 85 13  0  0
 1  0      0 3403556  46284 1031092    0    0     0     0 8446  672  3 74 23  0  0
 0  0      0 3404900  46284 1031092    0    0     0     0 9312  630  4 78 18  0  0
 1  0      0 3400868  46284 1031092    0    0     0     0 7409  601  3 68 29  0  0
 1  0      0 3401572  46296 1031096    0    0     0   100 8254  602  2 74 24  0  0
 0  0      0 3402660  46296 1031096    0    0     0     0 8395  679  2 75 23  0  0
 2  0      0 3402212  46296 1031096    0    0     0     0 10018  628  2 83 15  0  0
 1  0      0 3401604  46296 1031096    0    0     0     0 9391  638  4 77 18  0  0
 0  0      0 3404900  46296 1031100    0    0     0     0 8146  647  2 69 29  0  0
 3  0      0 3400388  46304 1031092    0    0     0   148 9807  791  1 84 14  1  0
 1  0      0 3399524  46304 1031100    0    0     0     0 9779  704  5 82 13  0  0
 0  0      0 3404868  46304 1031100    0    0     0     0 9581  716  4 78 18  0  0
 0  0      0 3398916  46304 1031104    0    0     0     0 8767  625  2 76 22  0  0
 2  0      0 3401380  46304 1031104    0    0     0     0 11002  769  2 88 10  0  0
 0  0      0 3398724  46312 1031096    0    0     0    12 10365  731  4 86 10  0  0
 2  0      0 3401892  46312 1031108    0    0     0     0 6857 1087  9 70 21  0  0
 2  0      0 3403044  46312 1031108    0    0     0     0 9397  708  4 81 15  0  0
 1  0      0 3401860  46312 1031108    0    0     0     0 10850  717  5 81 14  0  0
 0  0      0 3403044  46312 1031108    0    0     0     0 11635  760  4 87  9  0  0
 1  0      0 3397668  46320 1031104    0    0     0    12 9429  723  4 82 14  0  0
 0  0      0 3401764  46320 1031112    0    0     0     0 11174  718  2 89  9  0  0
 3  0      0 3399460  46320 1031112    0    0     0     0 9707  768  4 85 11  0  0
 1  0      0 3399060  46320 1031112    0    0     0     0 10693  711  4 81 15  0  0
 2  0      0 3401636  46320 1031116    0    0     0     0 11694  748  2 87 11  0  0
 1  0      0 3402180  46328 1031108    0    0     0    12 9656  742  3 88  9  0  0
 1  0      0 3396028  46328 1031116    0    0     0    32 8712  641  2 76 22  0  0
 2  0      0 3402692  46328 1031120    0    0     0     0 9511  711  4 76 20  0  0
 1  0      0 3402084  46328 1031120    0    0     0     0 10172  795  3 91  6  0  0
 3  0      0 3398628  46328 1031120    0    0     0     0 9758  720  4 85 11  0  0
 1  0      0 3400388  46328 1031124    0    0     0     0 10711  766  4 87  9  0  0
 1  0      0 3398340  46340 1031124    0    0     0    32 9635  754  4 81 15  0  0
 2  0      0 3393500  46340 1031124    0    0     0     0 9951  724  3 85 12  0  0
 4  0      0 3396060  46340 1031128    0    0     0     0 11139  748  4 87  9  0  0
 2  0      0 3392256  46340 1031128    0    0     0     0 10033  828  2 90  8  0  0
 1  0      0 3393848  46340 1031128    0    0     0     0 10269  770  5 88  6  0  0
 2  0      0 3394736  46348 1031128    0    0     0    12 9942  763  4 88  8  0  0
 2  0      0 3394680  46348 1031132    0    0     0     0 10933  792  6 86  8  0  0
 1  0      0 3394216  46348 1031132    0    0     0     0 10536  767  4 87  9  0  0
 1  0      0 3391312  46348 1031132    0    0     0     0 8772  782  4 78 18  0  0
 0  0      0 3397032  46348 1031132    0    0     0     0 10238  787  6 85  9  0  0
 0  0      0 3399188  46356 1031136    0    0     0    12 10321  807  7 85  7  0  0
 1  0      0 3398284  46356 1031136    0    0     0     0 11278  815  3 86 11  0  0
 4  0      0 3395220  46356 1031140    0    0     0     0 9272  693  7 78 16  0  0
 3  0      0 3396876  46356 1031140    0    0     0     0 10553  771  2 90  8  0  0
 2  0      0 3394892  46356 1031140    0    0     0     0 10200  715  4 87  9  0  0
 2  0      0 3391332  46364 1031140    0    0     0    12 10677  806  7 87  7  0  0
 0  0      0 3396492  46364 1031144    0    0     0     0 10582  821  5 87  8  0  0
 1  0      0 3396292  46364 1031144    0    0     0     0 9592  981  5 89  5  0  0
 1  0      0 3395980  46364 1031144    0    0     0     0 9754  782  3 88  9  0  0
 2  0      0 3388756  46364 1031148    0    0     0     0 9137  771  5 88  7  0  0
 1  0      0 3396940  46372 1031148    0    0     0    12 10117  778  3 87 10  0  0
 0  0      0 3390620  46372 1031148    0    0     0     0 9753  768  5 88  7  0  0
 3  0      0 3393508  46372 1031152    0    0     0     0 9745  808  8 83  8  0  0
 2  0      0 3392140  46372 1031152    0    0     0     0 9722  787  4 89  6  0  0
 1  0      0 3387932  46372 1031152    0    0     0     0 10684  739  4 86 10  0  0
 0  0      0 3392596  46380 1031144    0    0     0    72 8458  794  5 87  8  0  0
 1  0      0 3390060  46380 1031156    0    0     0     0 7598  722  3 88  9  0  0
 2  0      0 3391396  46380 1031156    0    0     0     0 9307  801  6 86  8  0  0
 0  0      0 3387884  46380 1031156    0    0     0     0 9742  815  3 88  9  0  0
 0  0      0 3394380  46380 1031156    0    0     0     0 9924  811 10 84  7  0  0
 5  0      0 3391476  46392 1031148    0    0     0    40 9517  824  5 87  7  0  0
 1  0      0 3394044  46392 1031160    0    0     0     0 9697  799 14 80  6  0  0
 1  0      0 3384892  46392 1031160    0    0     0     0 8334  788  9 85  5  0  0
 1  0      0 3388444  46392 1031164    0    0     0     0 9618  820  7 85  7  0  0
 1  0      0 3397996  46392 1031164    0    0     0     0 10233  796  5 86  9  0  0
 1  0      0 3391340  46400 1031156    0    0     0    12 9882  765  4 87  7  1  0
 4  0      0 3391628  46400 1031168    0    0     0     0 9473  824  8 86  5  0  0
 1  0      0 3393916  46432 1031172    0    0     0   176 10406  837  8 84  9  0  0
 1  0      0 3394812  46432 1031172    0    0     0     0 9395  775 11 81  8  0  0
 0  0      0 3384956  46432 1031176    0    0     0     0 8594  759  5 89  5  0  0
 3  0      0 3388348  46432 1031176    0    0     0     0 10269  779  6 84 10  0  0
 4  0      0 3391180  46432 1031176    0    0     0     0 10365  783  3 87 10  0  0
 1  0      0 3397084  46440 1031180    0    0     0    44 10099  778  8 85  8  0  0
 1  0      0 3400844  46440 1031180    0    0     0     0 10068  797  5 84 11  0  0
 3  0      0 3378860  46440 1031180    0    0     0     0 9757  770  3 89  8  0  0
 1  0      0 3385572  46440 1031180    0    0     0     0 8979  761  6 85  8  0  0
 1  0      0 3396636  46440 1031184    0    0     0     0 9743  783  8 85  8  0  0
 1  0      0 3398580  46448 1031184    0    0     0    12 10052  814  7 83 10  0  0
 1  0      0 3390700  46448 1031188    0    0     0     0 9819  780  4 87  9  0  0
